Account_ID,Month,Region,Product,Credit_Band,Assigned_Collector,Origination_Balance,Outstanding_Balance,DPD_Bucket,Days_Past_Due,Contact_Attempts,Promise_to_Pay,Amount_Recovered
ACC-10938,2026-08,Alberta,Personal Loan,Near-Prime,M. Singh,15000,6457.48,Current,0,0,No,0.0
ACC-10939,2025-12,Quebec,Personal Loan,Prime,J. Tremblay,3000,1027.14,Current,0,0,No,0.0
ACC-10940,2026-08,Ontario,Line of Credit,Near-Prime,K. Brar,8000,3791.72,61-90 DPD,80,4,No,0.0
ACC-10941,2026-03,Ontario,Personal Loan,Near-Prime,A. Chen,3000,2522.5,31-60 DPD,52,2,No,0.0
ACC-10942,2025-11,Quebec,Personal Loan,Near-Prime,A. Chen,8000,6365.79,Current,0,0,No,0.0
ACC-10943,2025-09,British Columbia,Credit Card,Near-Prime,R. Osei,8000,5728.25,Current,0,0,No,0.0
ACC-10944,2025-09,Alberta,Line of Credit,Near-Prime,A. Chen,3000,2632.85,Current,0,0,No,0.0
ACC-10945,2025-10,Atlantic,Credit Card,Prime,K. Brar,12000,4942.38,Current,0,0,No,0.0
ACC-10946,2026-04,Ontario,Personal Loan,Near-Prime,A. Chen,15000,9425.96,Current,0,1,No,0.0
ACC-10947,2026-01,Alberta,Line of Credit,Near-Prime,L. Fontaine,15000,11377.46,Current,0,0,No,0.0
ACC-10948,2025-10,Ontario,Personal Loan,Prime,K. Brar,5000,4068.82,Current,0,0,No,0.0
ACC-10949,2025-11,Ontario,Auto Loan,Near-Prime,K. Brar,12000,5315.2,31-60 DPD,49,1,Yes,0.0
ACC-10950,2025-12,Quebec,Auto Loan,Subprime,R. Osei,5000,1069.66,1-30 DPD,9,2,Yes,1021.15
ACC-10951,2026-03,Quebec,Auto Loan,Prime,R. Osei,5000,3818.74,Current,0,1,No,0.0
ACC-10952,2026-08,Atlantic,Line of Credit,Near-Prime,M. Singh,5000,4032.06,Current,0,0,No,0.0
ACC-10953,2025-09,Quebec,Personal Loan,Subprime,R. Osei,12000,5547.74,31-60 DPD,56,3,Yes,0.0
ACC-10954,2026-08,Quebec,Personal Loan,Subprime,R. Osei,12000,10003.1,Current,0,1,No,0.0
ACC-10955,2026-02,Ontario,Personal Loan,Prime,R. Osei,15000,11456.25,Current,0,0,No,0.0
ACC-10956,2026-05,Ontario,Personal Loan,Subprime,K. Brar,5000,3482.45,1-30 DPD,21,3,Yes,2392.41
ACC-10957,2025-09,Atlantic,Personal Loan,Prime,M. Singh,25000,15484.42,Current,0,1,No,0.0
ACC-10958,2026-05,Quebec,Personal Loan,Prime,M. Singh,3000,1713.25,Current,0,0,No,0.0
ACC-10959,2025-12,Alberta,Personal Loan,Near-Prime,L. Fontaine,25000,8975.12,31-60 DPD,54,0,No,0.0
ACC-10960,2025-11,Ontario,Personal Loan,Near-Prime,L. Fontaine,15000,10864.41,Current,0,1,No,0.0
ACC-10961,2025-09,British Columbia,Credit Card,Subprime,R. Osei,25000,14781.22,Current,0,0,No,0.0
ACC-10962,2026-05,Ontario,Credit Card,Subprime,K. Brar,8000,3082.32,Current,0,0,No,0.0
ACC-10963,2025-09,British Columbia,Personal Loan,Subprime,J. Tremblay,15000,12051.88,31-60 DPD,52,2,No,0.0
ACC-10964,2026-08,Alberta,Line of Credit,Near-Prime,A. Chen,15000,11768.66,Current,0,0,No,0.0
ACC-10965,2025-11,British Columbia,Auto Loan,Near-Prime,A. Chen,25000,23310.88,Current,0,0,No,0.0
ACC-10966,2026-03,Ontario,Credit Card,Subprime,M. Singh,5000,2033.41,1-30 DPD,20,2,No,1524.91
ACC-10967,2026-02,Ontario,Auto Loan,Subprime,M. Singh,5000,3926.86,Current,0,1,No,0.0
ACC-10968,2026-02,Ontario,Line of Credit,Subprime,A. Chen,12000,5839.79,Current,0,0,No,0.0
ACC-10969,2025-10,Quebec,Auto Loan,Subprime,M. Singh,15000,7085.27,Current,0,0,No,0.0
ACC-10970,2025-11,Quebec,Line of Credit,Near-Prime,A. Chen,3000,1564.23,90+ DPD,164,3,No,0.0
ACC-10971,2026-04,Quebec,Line of Credit,Subprime,L. Fontaine,12000,9828.27,Current,0,0,No,0.0
ACC-10972,2026-07,Quebec,Line of Credit,Near-Prime,A. Chen,3000,1623.22,1-30 DPD,19,3,No,543.15
ACC-10973,2025-11,Ontario,Line of Credit,Prime,M. Singh,8000,3624.45,Current,0,0,No,0.0
ACC-10974,2026-07,Quebec,Personal Loan,Prime,M. Singh,12000,5278.72,Current,0,0,No,0.0
ACC-10975,2026-03,Quebec,Personal Loan,Near-Prime,A. Chen,8000,2749.43,Current,0,0,No,0.0
ACC-10976,2025-09,Alberta,Personal Loan,Near-Prime,K. Brar,8000,5300.57,Current,0,1,No,0.0
ACC-10977,2025-10,Atlantic,Credit Card,Near-Prime,R. Osei,20000,16489.57,31-60 DPD,57,0,No,0.0
ACC-10978,2025-11,Atlantic,Personal Loan,Prime,L. Fontaine,8000,2185.5,31-60 DPD,58,7,No,1321.73
ACC-10979,2025-10,Quebec,Credit Card,Prime,J. Tremblay,8000,5363.91,Current,0,0,No,0.0
ACC-10980,2025-12,Ontario,Personal Loan,Subprime,L. Fontaine,8000,4905.67,31-60 DPD,52,5,No,0.0
ACC-10981,2025-10,Ontario,Credit Card,Subprime,A. Chen,8000,2501.86,31-60 DPD,40,3,No,0.0
ACC-10982,2025-12,British Columbia,Auto Loan,Near-Prime,K. Brar,15000,5052.87,Current,0,0,No,0.0
ACC-10983,2025-10,Ontario,Line of Credit,Near-Prime,A. Chen,20000,18517.21,Current,0,0,No,0.0
ACC-10984,2026-07,Ontario,Credit Card,Prime,R. Osei,3000,2436.02,1-30 DPD,28,1,No,1226.59
ACC-10985,2026-02,Alberta,Line of Credit,Near-Prime,M. Singh,5000,3205.24,Current,0,0,No,0.0
ACC-10986,2026-05,British Columbia,Personal Loan,Subprime,K. Brar,12000,8822.8,61-90 DPD,69,3,No,0.0
ACC-10987,2026-01,Ontario,Credit Card,Subprime,J. Tremblay,15000,11866.48,1-30 DPD,10,4,No,8251.63
ACC-10988,2026-03,Ontario,Line of Credit,Near-Prime,M. Singh,15000,6891.58,Current,0,0,No,0.0
ACC-10989,2026-03,Ontario,Line of Credit,Prime,R. Osei,15000,12025.1,Current,0,1,No,0.0
ACC-10990,2026-04,Ontario,Personal Loan,Near-Prime,A. Chen,3000,1414.18,31-60 DPD,52,4,No,646.63
ACC-10991,2025-12,Alberta,Personal Loan,Prime,J. Tremblay,15000,8819.99,Current,0,0,No,0.0
ACC-10992,2025-11,Atlantic,Personal Loan,Prime,K. Brar,15000,5632.76,Current,0,0,No,0.0
ACC-10993,2026-05,Ontario,Line of Credit,Prime,M. Singh,20000,6145.01,Current,0,0,No,0.0
ACC-10994,2026-04,British Columbia,Personal Loan,Prime,K. Brar,25000,13552.62,Current,0,0,No,0.0
ACC-10995,2026-03,Ontario,Credit Card,Near-Prime,A. Chen,3000,1612.4,1-30 DPD,19,3,Yes,0.0
ACC-10996,2026-05,British Columbia,Personal Loan,Subprime,R. Osei,3000,1873.01,1-30 DPD,10,3,Yes,1545.92
ACC-10997,2025-09,British Columbia,Personal Loan,Near-Prime,K. Brar,25000,7057.99,31-60 DPD,31,5,Yes,0.0
ACC-10998,2025-10,British Columbia,Credit Card,Prime,J. Tremblay,15000,13440.54,Current,0,0,No,0.0
ACC-10999,2026-06,British Columbia,Personal Loan,Subprime,L. Fontaine,5000,4056.62,Current,0,0,No,0.0
ACC-11000,2026-02,Alberta,Personal Loan,Near-Prime,K. Brar,5000,3981.85,Current,0,0,No,0.0
ACC-11001,2025-10,Ontario,Credit Card,Subprime,R. Osei,20000,8157.93,Current,0,0,No,0.0
ACC-11002,2026-02,Quebec,Credit Card,Prime,R. Osei,15000,13751.42,Current,0,0,No,0.0
ACC-11003,2025-11,Ontario,Credit Card,Prime,J. Tremblay,12000,7903.45,1-30 DPD,16,2,Yes,7733.27
ACC-11004,2026-03,Ontario,Line of Credit,Subprime,M. Singh,8000,1815.18,31-60 DPD,50,4,No,1404.77
ACC-11005,2026-04,Atlantic,Credit Card,Near-Prime,K. Brar,8000,3892.97,Current,0,0,No,0.0
ACC-11006,2025-09,British Columbia,Auto Loan,Subprime,R. Osei,12000,8848.76,Current,0,0,No,0.0
ACC-11007,2025-10,Alberta,Personal Loan,Near-Prime,M. Singh,15000,10566.13,Current,0,0,No,0.0
ACC-11008,2025-11,Ontario,Line of Credit,Subprime,K. Brar,5000,4529.53,Current,0,0,No,0.0
ACC-11009,2025-11,Ontario,Auto Loan,Near-Prime,J. Tremblay,8000,3619.13,Current,0,0,No,0.0
ACC-11010,2026-08,Ontario,Personal Loan,Near-Prime,M. Singh,15000,5145.15,Current,0,0,No,0.0
ACC-11011,2025-12,Ontario,Auto Loan,Subprime,A. Chen,8000,5226.48,31-60 DPD,42,2,No,0.0
ACC-11012,2026-03,Ontario,Personal Loan,Prime,R. Osei,3000,2153.88,Current,0,0,No,0.0
ACC-11013,2025-10,Atlantic,Credit Card,Near-Prime,J. Tremblay,8000,2888.48,31-60 DPD,36,1,No,2048.61
ACC-11014,2026-06,Atlantic,Personal Loan,Prime,L. Fontaine,5000,2552.25,Current,0,3,No,0.0
ACC-11015,2026-08,Ontario,Line of Credit,Prime,R. Osei,25000,10541.22,Current,0,0,No,0.0
ACC-11016,2025-12,Atlantic,Line of Credit,Near-Prime,K. Brar,15000,8349.18,Current,0,1,No,0.0
ACC-11017,2026-08,Atlantic,Auto Loan,Prime,M. Singh,20000,11079.33,Current,0,1,No,0.0
ACC-11018,2026-08,British Columbia,Credit Card,Near-Prime,M. Singh,20000,12290.66,1-30 DPD,30,3,No,4057.27
ACC-11019,2026-05,British Columbia,Credit Card,Prime,R. Osei,12000,8724.72,1-30 DPD,15,6,No,3476.01
ACC-11020,2025-10,British Columbia,Line of Credit,Near-Prime,R. Osei,8000,4824.78,Current,0,1,No,0.0
ACC-11021,2025-12,Ontario,Line of Credit,Near-Prime,K. Brar,25000,5594.5,31-60 DPD,51,2,No,0.0
ACC-11022,2026-08,Ontario,Personal Loan,Subprime,M. Singh,15000,10646.97,Current,0,0,No,0.0
ACC-11023,2026-04,Ontario,Line of Credit,Subprime,M. Singh,12000,2738.34,31-60 DPD,55,2,No,1077.17
ACC-11024,2026-04,Alberta,Line of Credit,Near-Prime,M. Singh,8000,6131.76,Current,0,1,No,0.0
ACC-11025,2026-01,Alberta,Credit Card,Prime,K. Brar,12000,7572.45,Current,0,0,No,0.0
ACC-11026,2025-12,Ontario,Line of Credit,Near-Prime,R. Osei,25000,16401.94,Current,0,1,No,0.0
ACC-11027,2026-02,Ontario,Personal Loan,Near-Prime,L. Fontaine,8000,7105.63,Current,0,0,No,0.0
ACC-11028,2025-11,Quebec,Credit Card,Near-Prime,K. Brar,15000,13840.33,Current,0,0,No,0.0
ACC-11029,2026-02,Ontario,Personal Loan,Subprime,J. Tremblay,5000,4650.28,Current,0,0,No,0.0
ACC-11030,2026-07,Ontario,Credit Card,Near-Prime,J. Tremblay,5000,1598.79,Current,0,0,No,0.0
ACC-11031,2026-01,Quebec,Line of Credit,Subprime,J. Tremblay,8000,7374.08,Current,0,0,No,0.0
ACC-11032,2025-09,British Columbia,Personal Loan,Subprime,R. Osei,15000,11144.37,31-60 DPD,31,3,No,5761.09
ACC-11033,2026-01,British Columbia,Line of Credit,Prime,M. Singh,3000,1187.34,Current,0,0,No,0.0
ACC-11034,2026-08,Ontario,Credit Card,Near-Prime,A. Chen,3000,1367.21,Current,0,0,No,0.0
ACC-11035,2026-03,Ontario,Credit Card,Near-Prime,M. Singh,12000,10111.43,Current,0,1,No,0.0
ACC-11036,2026-06,Quebec,Personal Loan,Near-Prime,K. Brar,3000,1311.36,61-90 DPD,83,4,No,0.0
ACC-11037,2026-04,Ontario,Personal Loan,Near-Prime,J. Tremblay,15000,6816.74,Current,0,0,No,0.0
ACC-11038,2025-12,Alberta,Credit Card,Prime,M. Singh,12000,4600.19,Current,0,0,No,0.0
ACC-11039,2026-08,Alberta,Auto Loan,Near-Prime,M. Singh,5000,3470.99,Current,0,1,No,0.0
ACC-11040,2026-02,Alberta,Credit Card,Subprime,A. Chen,3000,2285.26,Current,0,0,No,0.0
ACC-11041,2025-10,Ontario,Credit Card,Prime,R. Osei,3000,1760.51,Current,0,0,No,0.0
ACC-11042,2026-06,Ontario,Credit Card,Prime,L. Fontaine,12000,10953.62,Current,0,0,No,0.0
ACC-11043,2025-11,Quebec,Credit Card,Subprime,A. Chen,12000,7198.93,Current,0,0,No,0.0
ACC-11044,2026-08,Quebec,Credit Card,Subprime,L. Fontaine,5000,3706.56,31-60 DPD,43,4,No,0.0
ACC-11045,2026-07,Alberta,Auto Loan,Near-Prime,L. Fontaine,12000,9297.01,1-30 DPD,19,2,Yes,0.0
ACC-11046,2026-08,Ontario,Credit Card,Subprime,L. Fontaine,8000,3280.17,1-30 DPD,27,4,Yes,3201.62
ACC-11047,2026-02,Alberta,Personal Loan,Near-Prime,J. Tremblay,5000,4440.13,Current,0,0,No,0.0
ACC-11048,2025-09,Ontario,Line of Credit,Near-Prime,K. Brar,3000,1699.82,Current,0,0,No,0.0
ACC-11049,2026-05,Ontario,Personal Loan,Prime,M. Singh,12000,2970.58,1-30 DPD,14,2,No,0.0
ACC-11050,2025-09,British Columbia,Credit Card,Subprime,K. Brar,12000,2560.42,1-30 DPD,5,4,Yes,0.0
ACC-11051,2026-04,British Columbia,Line of Credit,Near-Prime,A. Chen,5000,3418.51,Current,0,1,No,0.0
ACC-11052,2026-07,Alberta,Auto Loan,Near-Prime,J. Tremblay,15000,9264.73,1-30 DPD,21,4,No,3605.13
ACC-11053,2026-07,Atlantic,Auto Loan,Near-Prime,M. Singh,15000,6879.92,Current,0,0,No,0.0
ACC-11054,2026-02,Ontario,Line of Credit,Prime,K. Brar,3000,1746.73,Current,0,0,No,0.0
ACC-11055,2026-08,Ontario,Personal Loan,Prime,R. Osei,8000,4029.75,Current,0,0,No,0.0
ACC-11056,2025-12,Ontario,Credit Card,Prime,A. Chen,8000,7500.39,Current,0,0,No,0.0
ACC-11057,2025-12,Quebec,Auto Loan,Subprime,K. Brar,12000,9317.59,Current,0,0,No,0.0
ACC-11058,2026-01,Quebec,Line of Credit,Prime,M. Singh,15000,9264.89,Current,0,2,No,0.0
ACC-11059,2026-04,Alberta,Personal Loan,Near-Prime,L. Fontaine,3000,2191.5,31-60 DPD,33,4,No,0.0
ACC-11060,2026-08,Ontario,Credit Card,Near-Prime,J. Tremblay,8000,6992.54,90+ DPD,172,6,No,0.0
ACC-11061,2025-11,Atlantic,Credit Card,Near-Prime,R. Osei,20000,16742.72,Current,0,0,No,0.0
ACC-11062,2025-12,Ontario,Auto Loan,Prime,J. Tremblay,25000,15134.39,Current,0,0,No,0.0
ACC-11063,2025-09,Ontario,Auto Loan,Prime,A. Chen,8000,3764.79,Current,0,0,No,0.0
ACC-11064,2026-08,Alberta,Auto Loan,Subprime,J. Tremblay,5000,4457.98,1-30 DPD,13,3,No,1558.96
ACC-11065,2026-06,Alberta,Credit Card,Subprime,R. Osei,8000,6073.69,1-30 DPD,18,1,No,0.0
ACC-11066,2026-08,Ontario,Auto Loan,Subprime,K. Brar,5000,3941.88,61-90 DPD,82,3,Yes,0.0
ACC-11067,2025-11,Quebec,Line of Credit,Prime,R. Osei,8000,3133.51,Current,0,0,No,0.0
ACC-11068,2025-10,Alberta,Credit Card,Subprime,K. Brar,8000,3013.68,61-90 DPD,68,4,No,2556.11
ACC-11069,2026-04,Ontario,Auto Loan,Near-Prime,J. Tremblay,8000,4750.55,Current,0,0,No,0.0
ACC-11070,2025-11,Ontario,Auto Loan,Near-Prime,J. Tremblay,8000,6898.99,Current,0,0,No,0.0
ACC-11071,2026-01,British Columbia,Credit Card,Near-Prime,J. Tremblay,12000,5061.84,61-90 DPD,68,3,Yes,1683.3
ACC-11072,2025-09,Ontario,Credit Card,Near-Prime,K. Brar,15000,7294.93,Current,0,1,No,0.0
ACC-11073,2026-06,British Columbia,Line of Credit,Near-Prime,J. Tremblay,5000,4407.25,Current,0,0,No,0.0
ACC-11074,2026-07,British Columbia,Credit Card,Subprime,J. Tremblay,5000,2123.08,31-60 DPD,43,4,Yes,0.0
ACC-11075,2025-12,Atlantic,Personal Loan,Subprime,A. Chen,20000,5799.06,1-30 DPD,22,4,No,2622.47
ACC-11076,2026-06,Ontario,Auto Loan,Prime,A. Chen,5000,1731.94,Current,0,1,No,0.0
ACC-11077,2026-04,Ontario,Auto Loan,Prime,M. Singh,5000,2538.86,Current,0,0,No,0.0
ACC-11078,2026-04,Quebec,Credit Card,Prime,K. Brar,15000,12309.16,31-60 DPD,41,0,No,0.0
ACC-11079,2025-10,British Columbia,Personal Loan,Near-Prime,A. Chen,8000,6921.59,31-60 DPD,59,6,No,0.0
ACC-11080,2026-05,Quebec,Credit Card,Prime,R. Osei,3000,2834.88,Current,0,0,No,0.0
ACC-11081,2026-05,Ontario,Personal Loan,Near-Prime,R. Osei,12000,10518.5,Current,0,0,No,0.0
ACC-11082,2026-05,British Columbia,Personal Loan,Prime,R. Osei,8000,4723.96,Current,0,0,No,0.0
ACC-11083,2025-11,Ontario,Personal Loan,Prime,M. Singh,20000,5847.02,90+ DPD,175,3,No,0.0
ACC-11084,2025-09,Atlantic,Line of Credit,Subprime,A. Chen,12000,4131.63,31-60 DPD,41,1,Yes,0.0
ACC-11085,2025-12,Ontario,Personal Loan,Prime,K. Brar,15000,8502.31,Current,0,0,No,0.0
ACC-11086,2026-01,British Columbia,Personal Loan,Near-Prime,L. Fontaine,3000,2088.02,90+ DPD,109,5,No,0.0
ACC-11087,2026-03,Atlantic,Credit Card,Subprime,A. Chen,5000,1871.45,Current,0,0,No,0.0
ACC-11088,2025-10,Alberta,Credit Card,Subprime,A. Chen,12000,4260.09,Current,0,1,No,0.0
ACC-11089,2025-11,Ontario,Credit Card,Near-Prime,R. Osei,5000,1669.6,Current,0,0,No,0.0
ACC-11090,2026-04,Ontario,Personal Loan,Prime,M. Singh,5000,2909.47,1-30 DPD,20,6,No,0.0
ACC-11091,2025-12,Quebec,Auto Loan,Subprime,J. Tremblay,8000,4117.68,1-30 DPD,3,2,No,0.0
ACC-11092,2025-11,Ontario,Personal Loan,Subprime,L. Fontaine,25000,19126.18,Current,0,0,No,0.0
ACC-11093,2026-04,Atlantic,Auto Loan,Prime,L. Fontaine,5000,2221.48,Current,0,0,No,0.0
ACC-11094,2025-12,British Columbia,Auto Loan,Near-Prime,K. Brar,20000,8066.74,1-30 DPD,13,3,No,6944.23
ACC-11095,2025-10,Alberta,Auto Loan,Near-Prime,M. Singh,20000,7270.14,Current,0,0,No,0.0
ACC-11096,2025-12,Quebec,Auto Loan,Prime,A. Chen,25000,23260.73,Current,0,2,No,0.0
ACC-11097,2026-04,Quebec,Line of Credit,Prime,J. Tremblay,12000,9784.72,Current,0,0,No,0.0
ACC-11098,2026-04,British Columbia,Credit Card,Subprime,M. Singh,15000,5292.47,Current,0,0,No,0.0
ACC-11099,2026-06,British Columbia,Credit Card,Near-Prime,J. Tremblay,8000,2465.56,61-90 DPD,72,3,Yes,1947.77
ACC-11100,2025-12,Quebec,Personal Loan,Prime,A. Chen,3000,2156.8,Current,0,0,No,0.0
ACC-11101,2026-08,Ontario,Auto Loan,Prime,A. Chen,8000,4899.23,Current,0,0,No,0.0
ACC-11102,2026-08,Alberta,Credit Card,Near-Prime,R. Osei,25000,23056.4,Current,0,1,No,0.0
ACC-11103,2026-08,Ontario,Personal Loan,Near-Prime,L. Fontaine,20000,17848.58,31-60 DPD,48,5,Yes,17591.46
ACC-11104,2026-04,Alberta,Personal Loan,Near-Prime,M. Singh,12000,3959.07,31-60 DPD,57,2,Yes,0.0
ACC-11105,2026-05,Ontario,Personal Loan,Near-Prime,K. Brar,15000,7156.35,Current,0,0,No,0.0
ACC-11106,2026-01,British Columbia,Line of Credit,Prime,K. Brar,3000,2550.38,Current,0,0,No,0.0
ACC-11107,2026-07,Atlantic,Auto Loan,Prime,M. Singh,3000,1282.62,Current,0,0,No,0.0
ACC-11108,2025-10,Quebec,Line of Credit,Prime,A. Chen,8000,4413.21,Current,0,0,No,0.0
ACC-11109,2026-01,Ontario,Line of Credit,Near-Prime,L. Fontaine,3000,1176.57,Current,0,0,No,0.0
ACC-11110,2025-11,Quebec,Personal Loan,Subprime,K. Brar,8000,6428.55,Current,0,1,No,0.0
ACC-11111,2026-02,Ontario,Line of Credit,Prime,K. Brar,8000,1995.76,1-30 DPD,30,4,No,776.64
ACC-11112,2026-06,Quebec,Credit Card,Prime,K. Brar,25000,8593.45,1-30 DPD,11,5,Yes,0.0
ACC-11113,2025-11,Quebec,Credit Card,Near-Prime,M. Singh,12000,11070.09,Current,0,0,No,0.0
ACC-11114,2025-11,Atlantic,Personal Loan,Prime,L. Fontaine,8000,3485.97,Current,0,0,No,0.0
ACC-11115,2026-07,British Columbia,Auto Loan,Near-Prime,R. Osei,8000,7512.86,Current,0,1,No,0.0
ACC-11116,2026-03,Ontario,Auto Loan,Near-Prime,L. Fontaine,15000,8442.65,Current,0,0,No,0.0
ACC-11117,2026-05,Ontario,Auto Loan,Near-Prime,L. Fontaine,15000,4809.94,Current,0,0,No,0.0
ACC-11118,2026-02,Ontario,Auto Loan,Prime,A. Chen,25000,23064.56,Current,0,0,No,0.0
ACC-11119,2026-02,Alberta,Personal Loan,Near-Prime,M. Singh,8000,5653.07,Current,0,0,No,0.0
ACC-11120,2026-01,Ontario,Personal Loan,Prime,K. Brar,3000,1971.04,Current,0,0,No,0.0
ACC-11121,2026-05,Ontario,Personal Loan,Prime,R. Osei,12000,10619.62,Current,0,0,No,0.0
ACC-11122,2025-11,Ontario,Personal Loan,Subprime,M. Singh,25000,10198.91,1-30 DPD,30,2,Yes,0.0
ACC-11123,2026-06,Alberta,Line of Credit,Subprime,K. Brar,5000,2049.05,61-90 DPD,82,3,No,0.0
ACC-11124,2026-06,Quebec,Auto Loan,Prime,L. Fontaine,12000,10454.25,Current,0,1,No,0.0
ACC-11125,2026-06,Ontario,Credit Card,Near-Prime,M. Singh,20000,16069.15,Current,0,0,No,0.0
ACC-11126,2026-02,Quebec,Personal Loan,Near-Prime,A. Chen,15000,9252.54,Current,0,0,No,0.0
ACC-11127,2025-10,British Columbia,Credit Card,Near-Prime,A. Chen,5000,3198.64,31-60 DPD,48,2,No,0.0
ACC-11128,2026-04,British Columbia,Auto Loan,Prime,L. Fontaine,3000,1491.75,31-60 DPD,43,5,No,0.0
ACC-11129,2026-01,Alberta,Line of Credit,Prime,A. Chen,15000,6775.61,Current,0,1,No,0.0
ACC-11130,2026-06,Ontario,Auto Loan,Prime,K. Brar,5000,1456.59,31-60 DPD,43,2,No,0.0
ACC-11131,2026-04,Ontario,Personal Loan,Near-Prime,L. Fontaine,12000,7054.39,Current,0,0,No,0.0
ACC-11132,2026-02,British Columbia,Personal Loan,Prime,A. Chen,5000,3077.07,Current,0,1,No,0.0
ACC-11133,2026-05,Ontario,Personal Loan,Near-Prime,A. Chen,20000,10193.52,Current,0,0,No,0.0
ACC-11134,2026-04,Ontario,Credit Card,Prime,L. Fontaine,20000,18167.65,Current,0,0,No,0.0
ACC-11135,2026-03,British Columbia,Personal Loan,Prime,K. Brar,3000,2791.65,Current,0,0,No,0.0
ACC-11136,2026-02,British Columbia,Credit Card,Near-Prime,K. Brar,3000,1994.16,Current,0,0,No,0.0
ACC-11137,2025-12,Alberta,Line of Credit,Near-Prime,K. Brar,5000,1590.11,1-30 DPD,1,3,No,0.0
ACC-11138,2026-07,Ontario,Personal Loan,Near-Prime,L. Fontaine,15000,13393.61,31-60 DPD,32,2,No,0.0
ACC-11139,2026-01,Ontario,Personal Loan,Near-Prime,R. Osei,20000,16477.21,1-30 DPD,24,2,No,15833.89
ACC-11140,2026-05,Ontario,Credit Card,Near-Prime,J. Tremblay,5000,3675.81,Current,0,0,No,0.0
ACC-11141,2026-01,Alberta,Line of Credit,Near-Prime,L. Fontaine,5000,2111.57,Current,0,0,No,0.0
ACC-11142,2026-04,Atlantic,Auto Loan,Near-Prime,K. Brar,3000,2515.34,61-90 DPD,83,6,No,1086.23
ACC-11143,2025-09,Alberta,Personal Loan,Subprime,A. Chen,5000,3276.08,31-60 DPD,54,1,No,3083.78
ACC-11144,2025-11,Ontario,Auto Loan,Prime,M. Singh,8000,6509.12,Current,0,0,No,0.0
ACC-11145,2026-04,Alberta,Auto Loan,Prime,J. Tremblay,12000,4755.27,Current,0,1,No,0.0
ACC-11146,2025-09,British Columbia,Line of Credit,Near-Prime,K. Brar,8000,7264.06,Current,0,2,No,0.0
ACC-11147,2026-02,British Columbia,Personal Loan,Near-Prime,M. Singh,12000,7123.51,Current,0,0,No,0.0
ACC-11148,2026-05,Alberta,Line of Credit,Subprime,A. Chen,12000,7318.07,1-30 DPD,29,1,No,4952.43
ACC-11149,2025-11,British Columbia,Auto Loan,Prime,M. Singh,25000,18638.93,Current,0,0,No,0.0
ACC-11150,2025-10,Ontario,Auto Loan,Subprime,J. Tremblay,5000,1504.27,Current,0,1,No,0.0
ACC-11151,2026-07,British Columbia,Auto Loan,Prime,K. Brar,8000,4700.09,Current,0,0,No,0.0
ACC-11152,2026-05,Quebec,Line of Credit,Near-Prime,M. Singh,3000,2762.03,Current,0,0,No,0.0
ACC-11153,2025-12,Ontario,Personal Loan,Prime,L. Fontaine,5000,1543.06,1-30 DPD,16,2,No,960.92
ACC-11154,2025-09,Quebec,Auto Loan,Prime,M. Singh,5000,2880.82,Current,0,0,No,0.0
ACC-11155,2026-06,Ontario,Credit Card,Near-Prime,L. Fontaine,15000,5832.78,Current,0,0,No,0.0
ACC-11156,2026-05,Quebec,Credit Card,Subprime,R. Osei,5000,2507.86,1-30 DPD,9,1,Yes,0.0
ACC-11157,2026-03,Ontario,Personal Loan,Prime,J. Tremblay,15000,12690.08,Current,0,0,No,0.0
ACC-11158,2026-03,Ontario,Auto Loan,Prime,L. Fontaine,5000,2472.17,Current,0,0,No,0.0
ACC-11159,2026-01,Alberta,Auto Loan,Prime,R. Osei,15000,8163.65,Current,0,1,No,0.0
ACC-11160,2026-01,Atlantic,Personal Loan,Near-Prime,R. Osei,8000,5084.97,Current,0,1,No,0.0
ACC-11161,2025-11,Quebec,Line of Credit,Prime,J. Tremblay,20000,12283.36,1-30 DPD,13,0,Yes,8982.44
ACC-11162,2025-12,Ontario,Credit Card,Near-Prime,M. Singh,12000,8761.77,Current,0,0,No,0.0
ACC-11163,2026-02,Ontario,Personal Loan,Subprime,R. Osei,8000,2924.62,Current,0,0,No,0.0
ACC-11164,2026-01,British Columbia,Credit Card,Near-Prime,J. Tremblay,15000,10958.69,Current,0,0,No,0.0
ACC-11165,2025-11,Quebec,Credit Card,Prime,A. Chen,15000,6924.89,Current,0,0,No,0.0
ACC-11166,2025-09,Alberta,Auto Loan,Prime,J. Tremblay,20000,7692.46,Current,0,2,No,0.0
ACC-11167,2026-04,Ontario,Credit Card,Prime,A. Chen,8000,2925.6,Current,0,1,No,0.0
ACC-11168,2026-04,British Columbia,Credit Card,Near-Prime,R. Osei,3000,2200.62,Current,0,0,No,0.0
ACC-11169,2026-03,Quebec,Auto Loan,Near-Prime,M. Singh,12000,7019.75,Current,0,0,No,0.0
ACC-11170,2026-06,Quebec,Personal Loan,Near-Prime,R. Osei,8000,5157.73,Current,0,0,No,0.0
ACC-11171,2026-04,Atlantic,Credit Card,Prime,R. Osei,5000,3794.9,Current,0,1,No,0.0
ACC-11172,2026-05,Alberta,Auto Loan,Near-Prime,A. Chen,15000,4014.05,1-30 DPD,10,0,Yes,2888.13
